Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
1552,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mAI,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Riparian habitat,Natural,2008,Wet (end),Unspecific,Standing,Mature,Automatic,100 leaves sampled from each of 10 plants at the end of the rainy season (say after most of the herbivory),NA,P.386,25.5,SE,1.8,10,NA,NA,NA,Lepidoptera (Insecta)
1553,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.110 Table 2,9,SE,0.9,20,NA,NA,NA,Diptera (Insecta)
1554,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Riparian habitat,Natural,2001,"Dry, wet",Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.111 Table 4 (mean of both seasons since riparians have flush twice),7.2,unclear if SE or SD,NA,40,NA,NA,NA,Diptera (Insecta)
1555,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,9.241387398,unclear if SE or SD,1.865661346,20,NA,NA,NA,Diptera (Insecta)
1556,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Marked,Lifespan,Automatic,20 leaves marked for 5 individuals per species,NA,P.81 Table 1 (long-term measurement used (plants tagged over entire growth period)),17.88,NA,NA,5,NA,NA,NA,Insecta (general)
1557,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1983,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,11.88,SD,4.45,5 to 7,NA,NA,NA,Insecta (general)
1558,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1984,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,11.01,SD,4.71,5 to 7,NA,NA,NA,Insecta (general)
1559,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,8.4,SD,3.09,5 to 7,NA,NA,NA,Insecta (general)
1560,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (start),"July, August",Marked,Expanding,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.289100976,SD,0.040686279,Insecta (general)
1561,Malvales,Malvaceae,Heliocarpus pallidus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (end),"July, August, September",Marked,Mature,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.13037303,SD,0.036163576,Insecta (general)
1640,Myrtales,Melastomataceae,Henriettella caudata ,Wild,Tree,Perennial,mAS,Brazil,"Biological Dynamics of Forest Fragments Project, Manaus",2d25_S,59d50_W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,2003,"Dry, wet","January, February, March, April, May, June, July, August",Marked,Expanding,Automatic,1-11 new leaves marked for multiple sites and measured 2 months later,60,P.60 Figure 3 (extracted; multiplied daily rate by 60; data is mean of sites),7.98,NA,NA,88,0.133,NA,NA,Insecta (general)
2115,Ranunculales,Ranunculaceae,Hepatica nobilis ,Wild,Forb/herb,Perennial,mBW,USA,"North Woods, Saratoga County, New York, Eastern forest",43d1'N,73d5'W,Coordinates from the article,Cold,Cold without dry season and warm summer,Deciduous forest,NA,Natural,"2006, 2007, 2009",Fall,"August, September, October",Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),7.6,NA,NA,16,NA,NA,NA,NA
38,Apiales,Apiaceae,Heracleum sphondylium,Wild,Forb/herb,Perennial,mDV,Germany,"Saale River, Jena, Central Germany","50d57'0.6""N","11d37'19""E",Coordinates from the article,Cold,Cold without dry season and warm summer,Grassland,Fences kept out large grazing herbivores,Planted,2010,Summer,All year,Standing,Mature,Visual,30 mature leaves sampled prior to maximum biomass in each May and August; author says best yearly measure is an average of both (rates did not differ significantly with season),NA,"Supplementary Table 1 (mean of both seasons, excluding sucking damage)",1.28,NA,NA,10,NA,NA,NA,"Insecta (general), Vertebrata"
1562,Malvales,Malvaceae,Heritiera littoralis,Wild,Tree,Perennial,cAP,Papua New Guinea,Port Moresby,"9d28'56.95""S","147d11'25.01""E","Used coordinates of Port Moresby, Papua New Guinea",Tropical,Tropical savannah ,Mangrove forest,NA,Natural,1978,Fall,Unspecific,Standing,Mature,Automatic,"Several branches of at least 300-400 leaves selected per tree, and 25 leaves from total selection randomly sampled from each tree",NA,P.254 Table 1,14.2,NA,NA,1,NA,NA,NA,Insecta (general)
1563,Malvales,Malvaceae,Heritiera littoralis,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Missionary Bay",18d15'S,146'12'E,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy,Natural,1984,NA,"October, November",Standing,NA,Visual,163 leaves sampled,NA,P.4 Table 1,35,SE,1.6,3,NA,NA,NA,Insecta (general)
1564,Malvales,Malvaceae,Heritiera littoralis,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Tully Heads",18d01'S,146d02'E,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy,Natural,1984,NA,"October, November",Standing,NA,Visual,216 leaves sampled,NA,P.4 Table 1,29.7,SE,1.2,3,NA,NA,NA,Insecta (general)
152,Asterales,Asteraceae,Heterocondylus vitalbis,Wild,Vine,"Annual, perennial",cAF,Costa Rica,Florencia Norte Forest,9d53'N, 83d40'W,"From Slash and Burn Impacts on a Costa Rican Wet Forest Site; Author(s): John Ewel, Cory Berish, Becky Brown, Norman Price and James Raich; Source: Ecology, Vol. 62, No. 3 (Jun., 1981), pp. 816-845",Tropical,Tropical monsoon ,Premontane forest,Succession,Planted,"1979, 1980, 1983","Dry, wet","September, January, June, February",Marked,NA,Grid,"Marked multiple leaves on a branch of the dominant species, measured after 3-7 weeks,  measure plots afer 6,10,15, and 47 months",21 to 49,"P.113 Table 3,  changed from cm^2/m^2 to %",NA,NA,NA,5,0.21,se,0.082,Insecta (general)
153,Asterales,Asteraceae,Heterocondylus vitalbis,Wild,Vine,"Annual, perennial",cAF,Costa Rica,Florencia Norte Forest,9d53'N, 83d40'W,"From Slash and Burn Impacts on a Costa Rican Wet Forest Site; Author(s): John Ewel, Cory Berish, Becky Brown, Norman Price and James Raich; Source: Ecology, Vol. 62, No. 3 (Jun., 1981), pp. 816-846",Tropical,Tropical monsoon ,Premontane forest,Enriched,Planted,"1979, 1980, 1983","Dry, wet","September, January, June, February",Marked,NA,Grid,"Marked multiple leaves on a branch of the dominant species, measured after 3-7 weeks,  measure plots afer 6,10,15, and 47 months",21 to 49,"P.113 Table 3,  changed from cm^2/m^2 to %",NA,NA,NA,5,0.072,se,0.038,Insecta (general)
1998,Poales,Poaceae,Heteropogon contortus,Wild,Graminoid,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Dry,August,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
1999,Poales,Poaceae,Heteropogon contortus,Wild,Graminoid,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Wet,February,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
2534,Saxifragales,Saxifragaceae,Heuchera parvifolia ,Wild,Forb/herb,Perennial,mBW,USA,Rocky Mountain Biological Lab,38d57_29__N,106d59_06__W,Coordinates from the article,Cold,Cold without dry season and cold summer,Meadow-woodland,NA,Natural,2009,Fall,August,Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),3.1,NA,NA,8,NA,NA,NA,NA
1308,Malpighiales,Euphorbiaceae,Hevea brasiliensis,Wild,Tree,Perennial,cDZ,Tanzania,"Amani Botanical Garden, East Usambara Mountains",5d05'30''S,38d38'10''E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Lowland,Natural,2007,Dry (start),June,Standing,Mature,Grid,4 expanded leaves closest to apical meristem sampled in nonbranching species; 4 leaves closest to tip sampled in branching species,NA,P.143 Table 1,1.23,SE,1.01,18,NA,NA,NA,NA
1309,Malpighiales,Euphorbiaceae,Hevea guianensis,Wild,Tree,Perennial,mDB,Peru,"Allpahuayo-Mishana National Reserve, Iquitos",3d57'S,73d24'W,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Clay sand,Planted,2000,Wet,"September, November",Marked,Expanding,Visual,"1-10 leaves sampled per juvenile plant, 5-7 weeks after marking (September)",35 to 49,"Species level data provided by author (assuming 6 weeks of herbivory, daily rate multiplied by 42 (one flush))",9.10476,NA,NA,15,0.21678,NA,NA,"Orthoptera (Insecta), Coleoptera (Insecta), Homptera (Insecta),"
1310,Malpighiales,Euphorbiaceae,Hevea parviflora,Wild,Tree,Perennial,mDB,Peru,"Allpahuayo-Mishana National Reserve, Iquitos",3d57'S,73d24'W,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Clay sand,Planted,2000,Wet,"September, November",Marked,Expanding,Visual,"1-10 leaves sampled per juvenile plant, 5-7 weeks after marking (September)",35 to 49,"Species level data provided by author (assuming 6 weeks of herbivory, daily rate multiplied by 42 (one flush))",7.87164,NA,NA,15,0.18742,NA,NA,"Orthoptera (Insecta), Coleoptera (Insecta), Homptera (Insecta),"
2614,unplaced (coreeudicots),Dilleniaceae,Hibbertia dentata,Wild,Vine,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d33'53""S","151d17'35""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Volcanic soil,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),29.6,NA,NA,4 or more,NA,NA,NA,Insecta (general)
2615,unplaced (coreeudicots),Dilleniaceae,Hibbertia linearis ,Wild,Shrub,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d39'40""S","151d13'59""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Ridge,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),25.7,NA,NA,4 or more,NA,NA,NA,Insecta (general)
2616,unplaced (coreeudicots),Dilleniaceae,Hibbertia obtusifolia ,Wild,Shrub,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d39'50""S","151d14'45""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Terrace,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),11.34,NA,NA,4 or more,NA,NA,NA,Insecta (general)
1240,Malpighiales,Chrysobalanaceae,Hirtella racemosa,Wild,Tree,Perennial,mDM,Peru,"In Loreto, Peru : the Allpahuayo-Mishana Reserve in the north, the Jenaro Herrera Center of Investigation and the Mats_s Reserved Zone in the south, and the Morona river basin in the west;",multiple sites (approx.): 3d10'N-5d50'N,multiple sites (approx.): 74d10'W-77d30'W,"Not Specified, but previous study  suggests : In Loreto, Peru : the Allpahuayo-Mishana Reserve in the north, the Jenaro Herrera Center of Investigation and the Mats_s Reserved Zone in the south, and the Morona river basin in the west; and in French Guiana these included the Laussat Conservation Area in the northwest, the Trinit_ Reserve in the southwest, the Nouragues Reserve in the southeast, and the Petite Montagne Tortue Conservation Area in the northeast. : Baraloto, C., Rabaud, S., Molto, Q., Blanc, L., Fortunel, C., H_rault, B., D_vila, N., Mesones, I., R_os, M., Valderrama E., and P.V.A. Fine. 2011. Disentangling stand and environmentalcorrelates of aboveground biomass in Amazonian forests. Global Change Biology 17:2677-2688.",Various,"Tropical (rainforest, monsoon, savannah) & Temperate dry summer warm summer",Forest,Seasonally-flooded forest,Natural,2011,Wet,All year,Marked,Expanding,Grid,5-8 newly expanding leaves from saplings marked and censused bi-weekly until fully expanded (10 months),NA,Species level data provided by author,11.6,SD,9.4,4,NA,NA,NA,Insecta (general)
1241,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.444,NA,NA,Insecta (general)
1242,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.072,NA,NA,Insecta (general)
1243,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.042,sd,0.111,Insecta (general)
1244,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.12,sd,0.201,Insecta (general)
1245,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.019,sd,0.047,Insecta (general)
1246,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,1.278,sd,2.298,Insecta (general)
1247,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,mBG,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1987,All seasons,All year,Marked,Expanding,Grid,"Marked up to 10 expanding leaves, checked herbivory after 1 month, repeats for 17 months",30,"Table 1, divided mean annual monthly rate by 30",NA,NA,NA,30,0.616666667,CV,0.17,Insecta (general)
1248,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Mature,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,0.042,NA,NA,NA
1249,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Expanding,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,0.12,NA,NA,NA
1250,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,mDG,Panama,Barro Colorado Island,9d09'N,79d51'W,From other studies,Tropical,Tropical monsoon ,Forest,NA,Planted,"1986, 1987",Dry,All year,Marked,Expanding,Grid,"Marked up to 10 newly emerging leaves per plant, measured damage after 30-45 days",30 to 45,"Table 2, median monthly values (divided by 30 days), only using control treatments",NA,NA,NA,46,0.5,quantiles available,NA,NA
1251,Malpighiales,Chrysobalanaceae,Hirtella triandra,Wild,Tree,Perennial,mDG,Panama,Barro Colorado Island,9d09'N,79d51'W,From other studies,Tropical,Tropical monsoon ,Forest,NA,Planted,"1986, 1987",Wet,All year,Marked,Expanding,Grid,"Marked up to 10 newly emerging leaves per plant, measured damage after 30-45 days",30 to 45,"Table 2, median monthly values (divided by 30 days), only using control treatments",NA,NA,NA,46,0.943333333,quantiles available,NA,NA
2000,Poales,Poaceae,Holcus lanatus,Wild,Graminoid,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Dry,August,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0.35,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
2001,Poales,Poaceae,Holcus lanatus,Wild,Graminoid,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Wet,February,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0.93,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
2002,Poales,Poaceae,Holcus lanatus,Wild,Graminoid,Perennial,mDV,Germany,"Saale River, Jena, Central Germany","50d57'0.6""N","11d37'19""E",Coordinates from the article,Cold,Cold without dry season and warm summer,Grassland,Fences kept out large grazing herbivores,Planted,2010,Summer,All year,Standing,Mature,Visual,30 mature leaves sampled prior to maximum biomass in each May and August; author says best yearly measure is an average of both (rates did not differ significantly with season),NA,"Supplementary Table 1 (mean of both seasons, excluding sucking damage)",0.43,NA,NA,10,NA,NA,NA,"Insecta (general), Vertebrata"
